UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style,Best Role
2000100671,Moritz Bangerter,3/12/2004 (17 years old),GER,3. Liga,1860 München,Right Only,"D (R), DM, M (C)",184 cm,68 kg,17,€500 - €4K,"€1,600 p/m",Physical,Full-Back
2000100676,Anton Cindrić,18/1/2004 (18 years old),GER,3. Liga,1860 München,Right Only,"M (R), AM (RL)",182 cm,78 kg,18,€0 - €9K,"€1,500 p/m",Technical,Winger
2000100678,Erion Avdija,13/3/2005 (17 years old),KOS,3. Liga,1860 München,Left Only,GK,180 cm,69 kg,17,€0 - €14K,€275 p/m,Assertive,Goalkeeper
2000101407,Henrik Daut,18/1/2005 (17 years old),GER,3. Liga,FC Ingolstadt 04,Left,WB (L),188 cm,74 kg,17,€500 - €6K,€275 p/m,Physical,Wing-Back
2000101415,Kevin Csatári,1/3/2005 (17 years old),HUN,Bundesliga 2,Nürnberg,Right,"D/WB/M/AM (R), ST (C)",176 cm,64 kg,17,€1K - €10K,€275 p/m,Technical,Winger
2000101852,Tony Reh,1/7/2005 (16 years old),GER,Bundesliga 2,Magdeburg,Right Only,D/WB/M (R),183 cm,67 kg,16,€0 - €120K,€275 p/m,Physical,Winger
2000102797,Goudy Mohammed,1/1/2004 (18 years old),GER,3. Liga,VfL Osnabrück,Left Only,D (L),183 cm,74 kg,18,€3.5K - €10K,"€1,500 p/m",Physical,Full-Back
2000102817,Xavier Uchmann,28/8/2005 (16 years old),GER,3. Liga,RW Essen,Right Only,GK,176 cm,64 kg,16,€35K - €110K,€275 p/m,Distributor,Goalkeeper
2000102818,Mert Güneş,21/3/2005 (17 years old),GER,3. Liga,RW Essen,Right,D/WB (L),178 cm,69 kg,17,€0 - €90K,€275 p/m,Physical,Inverted Wing-Back
2000102819,Kevin Stinnen,18/1/2005 (17 years old),GER,3. Liga,RW Essen,Right Only,D (C),174 cm,64 kg,17,€500 - €4.5K,€275 p/m,Physical,Central Defender
2000102823,Nils Chana,28/10/2005 (16 years old),GER,3. Liga,RW Essen,Right Only,D (R),177 cm,66 kg,16,€4.5K - €45K,€275 p/m,Physical,Full-Back
2000102824,Ettiene-Noel Reck,4/5/2005 (17 years old),GER,3. Liga,RW Essen,Right,ST (C),187 cm,74 kg,17,€0 - €20K,€275 p/m,Physical,Advanced Forward
2000102825,Ramu Azemi,9/11/2005 (16 years old),SRB,3. Liga,RW Essen,Left,M/AM (R),165 cm,55 kg,16,€24K - €70K,€275 p/m,Technical,Inverted Winger
2000102826,Edmond Kadrijaj,30/5/2005 (17 years old),GER,3. Liga,RW Essen,Right,M (C),180 cm,67 kg,17,€0 - €70K,€275 p/m,Physical,Central Midfielder
2000102828,Milot Ademi,7/10/2005 (16 years old),GER,3. Liga,RW Essen,Right Only,M/AM (C),166 cm,55 kg,16,€0 - €85K,€275 p/m,Physical,Mezzala
2000102829,Luei Mustafa,2/2/2005 (17 years old),GER,3. Liga,RW Essen,Right Only,ST (C),186 cm,74 kg,17,€26K - €75K,€275 p/m,Physical,Poacher
2000103334,Javon Hendricks,26/1/2004 (18 years old),GER,Bundesliga 2,Fürth,Right Only,ST (C),180 cm,74 kg,18,€0 - €14K,"€1,700 p/m",Technical,Advanced Forward
2000103758,Arthur Kovis,19/1/2004 (18 years old),GER,3. Liga,SV Waldhof Mannheim,Either,GK,194 cm,81 kg,18,€0 - €95K,"€1,500 p/m",Assertive,Goalkeeper
2000103760,Seedy Jarju,28/10/2004 (17 years old),GAM,Bundesliga 2,Heidenheim,Left Only,D (L),172 cm,63 kg,17,€16K - €160K,"€1,800 p/m",Physical,Full-Back
2000103763,Nico Kröss,25/6/2004 (18 years old),GER,Bundesliga 2,Heidenheim,Right,D (C),186 cm,78 kg,18,€1K - €12K,"€1,700 p/m",Intelligent,Central Defender
2000103767,Levis Schaber,7/5/2004 (18 years old),GER,Bundesliga 2,Heidenheim,Right,M/AM (C),181 cm,69 kg,18,€2.5K - €26K,"€1,700 p/m",Technical,Attacking Midfielder
2000103773,Henrick Selitaj,21/6/2004 (18 years old),GER,Bundesliga 2,Heidenheim,Right,"AM (C), ST (C)",184 cm,76 kg,18,€4K - €12K,"€1,700 p/m",Intelligent,Poacher
2000103774,Erin Zejnulahi,14/3/2004 (18 years old),GER,Bundesliga 2,Heidenheim,Right,ST (C),175 cm,68 kg,18,€0 - €20K,"€1,700 p/m",Technical,Poacher
2000103775,Richard Gumpinger,3/3/2004 (18 years old),GER,Bundesliga 2,Heidenheim,Right Only,ST (C),173 cm,65 kg,18,€500 - €3.5K,"€1,700 p/m",Intelligent,Poacher
2000103776,Alexander Paul,16/2/2004 (18 years old),GER,Bundesliga 2,Heidenheim,Right,"AM (RL), ST (C)",180 cm,69 kg,18,€0 - €35K,"€1,700 p/m",Physical,Winger
2000103797,Kadir Cetiner,22/4/2005 (17 years old),GER,Bundesliga 2,Heidenheim,Right,GK,190 cm,80 kg,17,€4K - €12K,€275 p/m,Assertive,Goalkeeper
2000103803,Nick Zimmerer,12/2/2004 (18 years old),GER,Bundesliga 2,Heidenheim,Right Only,M/AM (R),180 cm,68 kg,18,€500 - €6K,"€1,700 p/m",Technical,Winger
2000108456,Jonas Simon,5/1/2004 (18 years old),GER,Bundesliga 2,Fürth,Right Only,D (C),171 cm,64 kg,18,€0 - €75K,"€1,700 p/m",Intelligent,Central Defender
2000108457,Bennet Külpmann,2/3/2004 (18 years old),GER,Bundesliga 2,Fürth,Right,D (RC),186 cm,74 kg,18,€24K - €70K,"€1,700 p/m",Intelligent,Central Defender
2000211085,Olaf Kozłowski,6/6/2005 (17 years old),POL,Jupiler Pro League,Union SG,Either,"DM, M (C)",190 cm,77 kg,17,€35K - €110K,€250 p/m,Leader,Central Midfielder
2000211510,Diego Benito Poloni,13/3/2006 (16 years old),SUI,Bundesliga,SC Freiburg,Left,"D (LC), WB (L)",181 cm,67 kg,16,€120K - €1.2M,€275 p/m,Technical,Full-Back
2000215186,Emre Cil,14/4/2005 (17 years old),GER,Bundesliga,Hertha Berlin,Right,D (C),190 cm,77 kg,17,€0 - €45K,€275 p/m,Intelligent,No-Nonsense Centre-Back
2000146037,Noah Klose,30/1/2005 (17 years old),GER,3. Liga,1860 München,Right,M/AM (RL),179 cm,63 kg,17,€16K - €45K,€275 p/m,Creative,Winger
2000197039,Julian Gerold,7/1/2004 (18 years old),GER,Bundesliga 2,KSC,Right,"AM (RL), ST (C)",185 cm,74 kg,18,€500 - €5K,"€1,700 p/m",Technical,Inverted Winger
2000114074,Kristaps Grabovskis,14/6/2005 (17 years old),LVA,Bundesliga,RB Leipzig,Right Only,"M (R), AM (RC)",179 cm,67 kg,17,0,€275 p/m,Physical,Winger
2000163473,Karlo Kurányi,27/9/2005 (16 years old),GER,Bundesliga,VfB Stuttgart,Right Only,ST (C),193 cm,74 kg,16,€55K - €160K,€275 p/m,Physical,Poacher
2000149652,Noah Nnaji,19/10/2004 (17 years old),GER,Bundesliga 2,Kaiserslautern,Right Only,D (C),190 cm,78 kg,17,0,"€1,800 p/m",Physical,Central Defender
2000149653,Torben Seib,25/4/2004 (18 years old),GER,Bundesliga 2,Kaiserslautern,Left Only,D (LC),188 cm,77 kg,18,€2K - €6K,"€1,700 p/m",Technical,Central Defender
2000197506,Felix Brunner,19/1/2004 (18 years old),GER,3. Liga,FC Ingolstadt 04,Right Only,ST (C),175 cm,66 kg,18,€0 - €16K,"€1,500 p/m",Intelligent,Poacher
2000197497,Luca Lechner,27/4/2005 (17 years old),GER,3. Liga,FC Ingolstadt 04,Right,D (C),185 cm,73 kg,17,€22K - €65K,"€1,500 p/m",Intelligent,Central Defender
2000194092,Malik Ampaw-Anti,3/1/2005 (17 years old),GER,Bundesliga,Union Berlin,Left Only,D (L),165 cm,55 kg,17,€16K - €150K,€275 p/m,Intelligent,Full-Back
2000136059,Marlon Gebhard,30/4/2004 (18 years old),GER,3. Liga,1. FC Saarbrücken,Right,"DM, M (C)",170 cm,60 kg,18,0,"€1,500 p/m",Physical,Ball Winning Midfielder
2000180848,Tim Drexler,6/3/2005 (17 years old),GER,Bundesliga,Hoffenheim,Right Only,D (C),185 cm,74 kg,17,€0 - €110K,€275 p/m,Physical,No-Nonsense Centre-Back
2000197065,Noah Kocoglu,9/2/2005 (17 years old),TUR,3. Liga,1860 München,Right Only,GK,191 cm,74 kg,17,€8K - €22K,"€1,500 p/m",Assertive,Goalkeeper
2000194494,Tim Kallis,18/10/2005 (16 years old),GER,Bundesliga 2,Magdeburg,Right Only,GK,190 cm,75 kg,16,€0 - €55K,€275 p/m,Assertive,Goalkeeper
2000182170,Marcel Zajusch,19/8/2006 (15 years old),POL,Bundesliga,RB Leipzig,Left,D/WB/M/AM (L),183 cm,63 kg,15,€18K - €190K,€275 p/m,Physical,Winger
2000180884,Henrik Koch,17/8/2006 (15 years old),GER,Bundesliga 2,Arminia Bielefeld,Right Only,ST (C),193 cm,73 kg,15,€0 - €60K,€275 p/m,Physical,Advanced Forward
2000194643,Moritz Krause,26/4/2005 (17 years old),GER,3. Liga,Dynamo Dresden,Right,D/WB (R),179 cm,67 kg,17,€12K - €110K,"€1,500 p/m",Technical,Full-Back
2000194645,Erik Herrmann,18/9/2004 (17 years old),GER,3. Liga,Dynamo Dresden,Right Only,ST (C),172 cm,65 kg,17,€50K - €160K,"€1,500 p/m",Intelligent,Poacher
2000196162,Lasse Zumdieck,25/2/2005 (17 years old),GER,3. Liga,SV Meppen,Right,M (C),176 cm,66 kg,17,€0 - €8K,"€1,500 p/m",Leader,Central Midfielder
2000194682,Leon Zeqiraj,2/7/2005 (16 years old),KOS,Bundesliga,SV Werder,Right Only,ST (C),186 cm,72 kg,16,€14K - €150K,€275 p/m,Technical,Poacher
2000197328,Ruben Müller,27/8/2005 (16 years old),GER,Bundesliga,SC Freiburg,Right Only,ST (C),163 cm,55 kg,16,€20K - €190K,€275 p/m,Technical,Advanced Forward
2000197335,Adrian Jogerst,30/9/2004 (17 years old),GER,Bundesliga,SC Freiburg,Right Only,DM,183 cm,72 kg,17,€8K - €80K,"€2,800 p/m",Physical,Deep Lying Playmaker
2000197150,Levin Krasniqi,5/9/2004 (17 years old),GER,Bundesliga,FC Augsburg,Either,AM (L),173 cm,61 kg,17,€20K - €210K,"€2,800 p/m",Technical,Inverted Winger
2000192107,Djaro Mulder,28/12/2005 (16 years old),NED,Eredivisie,Fortuna Sittard,Right Only,D (R),185 cm,71 kg,16,€4.5K - €45K,€500 p/m,Physical,Full-Back
2000127520,Jannis Leinweber,7/10/2004 (17 years old),GER,Bundesliga 2,Magdeburg,Right Only,GK,185 cm,72 kg,17,€0 - €50K,"€1,700 p/m",Assertive,Sweeper Keeper
2000196977,Tidiane Keita,25/2/2004 (18 years old),CAN,3. Liga,SC Verl,Left Only,D/WB/M/AM (L),173 cm,64 kg,18,0,"€1,500 p/m",Technical,Winger
2000197491,Dominik Dedaj,24/8/2004 (17 years old),GER,3. Liga,FC Ingolstadt 04,Right,ST (C),184 cm,70 kg,17,€1K - €12K,"€1,500 p/m",Intelligent,Poacher
2000196160,Dzejlan Fejzic,12/6/2005 (17 years old),GER,3. Liga,SV Meppen,Right Only,D (RC),180 cm,68 kg,17,€0 - €4.5K,"€1,500 p/m",Physical,Full-Back
2000197072,Sean Dulic,5/6/2005 (17 years old),GER,3. Liga,1860 München,Right Only,DM,186 cm,71 kg,17,€0 - €10K,"€1,500 p/m",Physical,Defensive Midfielder
2000180888,Eliot Bujupi,3/7/2006 (15 years old),GER,Bundesliga,VfB Stuttgart,Right Only,"AM (RL), ST (C)",174 cm,58 kg,15,€0 - €30K,€275 p/m,Technical,Winger
2000196976,Keiquon Aaron,22/9/2004 (17 years old),TRI,3. Liga,SC Verl,Right Only,ST (C),179 cm,65 kg,17,€0 - €12K,"€1,500 p/m",Physical,Poacher
2000196147,Tristan Wagner,6/7/2005 (16 years old),GER,Bundesliga 2,Hansa Rostock,Right Only,DM,178 cm,64 kg,16,€0 - €1K,€275 p/m,Physical,Deep Lying Playmaker
2000196974,Fajton Ademaj,16/11/2005 (16 years old),GER,3. Liga,SC Verl,Left Only,M (L),184 cm,66 kg,16,€0 - €6K,€275 p/m,Leader,Winger
2000196167,Wilko Docter,24/2/2005 (17 years old),GER,3. Liga,SV Meppen,Right Only,AM (R),161 cm,55 kg,17,0,"€1,500 p/m",Technical,Winger
2000193619,Alihan Adıgüzel,5/9/2005 (16 years old),GER,Bundesliga 2,Fürth,Left Only,AM (L),170 cm,55 kg,16,€500 - €4K,€275 p/m,Technical,Winger
2000194690,Christopher Alberts,19/4/2005 (17 years old),GER,Bundesliga,SV Werder,Right Only,"DM, M (C)",175 cm,66 kg,17,€55K - €550K,"€2,800 p/m",Intelligent,Defensive Midfielder
2000180021,Jarno van Essen,18/1/2002 (20 years old),NED,Eredivisie,Go Ahead Eagles,Either,ST (C),184 cm,72 kg,20,€30K - €95K,€575 p/m,Intelligent,Poacher
2000194742,Benjamin Lamce,3/11/2005 (16 years old),GER,Bundesliga 2,HSV,Right Only,M (C),174 cm,62 kg,16,€18K - €190K,€275 p/m,Physical,Deep Lying Playmaker
2000194680,Leon Opitz,11/4/2005 (17 years old),GER,Bundesliga,SV Werder,Left Only,M/AM (L),163 cm,55 kg,17,€12K - €120K,"€2,800 p/m",Creative,Winger
2000180028,Loek Vergauwe,8/3/2005 (17 years old),NED,Eredivisie,FC Twente,Right,M (C),175 cm,64 kg,17,€12K - €120K,€500 p/m,Physical,Mezzala
2000180101,Jesper van der Mark,29/6/2004 (17 years old),NED,Eredivisie,sc Heerenveen,Right,GK,190 cm,75 kg,17,€30K - €95K,€575 p/m,Shot Stopper,Goalkeeper
2000197148,Romeo Ivelj,10/1/2005 (17 years old),CRO,Bundesliga,FC Augsburg,Left Only,AM (L),185 cm,69 kg,17,€18K - €190K,"€2,800 p/m",Technical,Winger
2000197168,Luca Battista,11/1/2005 (17 years old),GER,Bundesliga,VfB Stuttgart,Right Only,M (C),179 cm,68 kg,17,€0 - €95K,"€2,800 p/m",Leader,Central Midfielder
2000197236,Pablo Martinez,21/2/2005 (17 years old),GER,Bundesliga,Eintracht Frankfurt,Right Only,D (C),188 cm,78 kg,17,€20K - €200K,"€2,800 p/m",Intelligent,Central Defender
2000197362,Mattino Schlotterbeck,25/4/2004 (18 years old),GER,Bundesliga,Hoffenheim,Right Only,D (R),186 cm,77 kg,18,€16K - €160K,"€2,800 p/m",Intelligent,Full-Back
2000197381,Milan Rehus,4/8/2005 (16 years old),SVN,Bundesliga,Hoffenheim,Right Only,AM (C),175 cm,61 kg,16,€50K - €150K,€275 p/m,Technical,Attacking Midfielder
2000196886,Kelven Frees,3/2/2005 (17 years old),GER,Bundesliga 2,Düsseldorf,Right Only,D (C),186 cm,73 kg,17,€0 - €45K,"€1,700 p/m",Physical,Central Defender
2000197505,Udebuluzor Michael,1/4/2004 (18 years old),HKG,3. Liga,FC Ingolstadt 04,Right Only,ST (C),167 cm,60 kg,18,€65K - €190K,"€1,500 p/m",Technical,Poacher
2000192122,Giovanni Goncalves,24/10/2004 (17 years old),BEL,Eredivisie,Fortuna Sittard,Right Only,M (C),175 cm,63 kg,17,€35K - €350K,€425 p/m,Physical,Mezzala
2000196539,Ensar Tekin,10/1/2004 (18 years old),GER,3. Liga,MSV Duisburg,Left Only,D (L),176 cm,70 kg,18,€0 - €2K,"€1,500 p/m",Leader,Full-Back
2000196128,Keanu Brandt,17/3/2004 (18 years old),GER,Bundesliga 2,Hannover,Right Only,M (C),173 cm,63 kg,18,€0 - €28K,"€1,700 p/m",Technical,Central Midfielder
2000196765,Jens Balzukat,1/1/2005 (17 years old),GER,Bundesliga 2,Paderborn,Right Only,GK,188 cm,75 kg,17,€1.5K - €4.5K,"€1,700 p/m",Shot Stopper,Goalkeeper
2000196513,Mats Flock,3/2/2005 (17 years old),GER,Bundesliga,Bayer 04,Right Only,AM (R),189 cm,75 kg,17,€16K - €50K,€275 p/m,Technical,Winger
2000197055,Said Souleymané,30/3/2004 (18 years old),TOG,Bundesliga 2,KSC,Left Only,AM (L),189 cm,76 kg,18,€500 - €5K,"€1,700 p/m",Technical,Winger
2000197498,Benedikt Schwarzensteiner,19/5/2004 (18 years old),GER,3. Liga,FC Ingolstadt 04,Left Only,D (L),176 cm,67 kg,18,0,"€1,500 p/m",Physical,Full-Back
2000197357,Lars Strobl,15/4/2005 (17 years old),GER,Bundesliga,Hoffenheim,Right Only,D (C),181 cm,68 kg,17,€24K - €75K,"€2,800 p/m",Physical,No-Nonsense Centre-Back
2000196538,Dorian Binaj,23/5/2004 (18 years old),GER,3. Liga,MSV Duisburg,Right Only,ST (C),180 cm,69 kg,18,0,"€1,500 p/m",Physical,Poacher
2000196978,Jamie Villanueva,26/3/2004 (18 years old),USA,3. Liga,SC Verl,Left Only,D (L),177 cm,66 kg,18,0,"€1,500 p/m",Physical,Full-Back
2000197070,Tizian Schatto,7/3/2005 (17 years old),GER,3. Liga,1860 München,Right Only,D (R),172 cm,64 kg,17,€0 - €10K,"€1,500 p/m",Intelligent,Full-Back
2000196760,Erik Kerner,17/7/2005 (16 years old),GER,Bundesliga 2,Paderborn,Right Only,M (R),172 cm,62 kg,16,€0 - €8K,€275 p/m,Leader,Winger
2000196144,Leo Bera,2/2/2005 (17 years old),GER,Bundesliga 2,Hansa Rostock,Left Only,D (L),186 cm,73 kg,17,0,"€1,700 p/m",Physical,Full-Back
2000196156,Max Hauer,4/4/2005 (17 years old),GER,Bundesliga 2,Hansa Rostock,Right,ST (C),184 cm,72 kg,17,0,"€1,700 p/m",Physical,Poacher
2000196763,Julian Lang,13/7/2004 (17 years old),GER,Bundesliga 2,Paderborn,Right Only,"M/AM (C), ST (C)",175 cm,66 kg,17,0,"€1,700 p/m",Intelligent,Mezzala
2000194577,Dustin Strobach,28/11/2005 (16 years old),GER,Bundesliga 2,Magdeburg,Right Only,M/AM (C),184 cm,66 kg,16,€18K - €55K,€275 p/m,Technical,Attacking Midfielder
2000197156,Silvio Sebalj,26/2/2004 (18 years old),CRO,Bundesliga,FC Augsburg,Right Only,ST (C),188 cm,78 kg,18,€0 - €100K,"€2,800 p/m",Physical,Poacher
2000196123,Colin Piepenbrink,4/1/2005 (17 years old),GER,Bundesliga 2,Hannover,Left Only,D (L),186 cm,76 kg,17,€1.5K - €16K,"€1,700 p/m",Physical,Full-Back
2000196132,Szabolcs Szitai,13/3/2005 (17 years old),HUN,Bundesliga 2,Hannover,Right Only,AM (R),176 cm,65 kg,17,€0 - €60K,"€1,700 p/m",Technical,Winger
2000197485,Emre Gül,9/1/2005 (17 years old),TUR,3. Liga,FC Ingolstadt 04,Right,"DM, M (C)",170 cm,59 kg,17,€1.5K - €4.5K,"€1,500 p/m",Technical,Defensive Midfielder
2000197397,Joshua Kopf,26/1/2005 (17 years old),GER,Bundesliga 2,Heidenheim,Left Only,D (L),176 cm,67 kg,17,€10K - €30K,"€1,700 p/m",Physical,No-Nonsense Full-Back
2000197219,Maximilian Kohlert,20/9/2005 (16 years old),GER,Bundesliga 2,Nürnberg,Left Only,WB (L),183 cm,67 kg,16,€500 - €7K,€275 p/m,Physical,Wing-Back
2000196980,Xavier Hafer,20/1/2004 (18 years old),USA,3. Liga,SC Verl,Left Only,WB (L),186 cm,76 kg,18,0,"€1,500 p/m",Physical,Wing-Back
2000196769,Joel Vega Zambrano,10/9/2004 (17 years old),GER,Bundesliga 2,Paderborn,Left Only,M (L),180 cm,68 kg,17,€14K - €40K,"€1,700 p/m",Leader,Winger
2000194571,Conner Schulze,3/1/2005 (17 years old),GER,Bundesliga 2,Magdeburg,Left Only,D (L),167 cm,58 kg,17,€500 - €2.5K,€275 p/m,Technical,Full-Back
2000196572,Finn Kotyrba,13/2/2004 (18 years old),GER,Bundesliga,VfL Bochum,Right,GK,193 cm,77 kg,18,€0 - €16K,"€2,800 p/m",Assertive,Goalkeeper
2000193620,Cem Cevizci,4/10/2005 (16 years old),GER,Bundesliga 2,Fürth,Right Only,ST (C),180 cm,65 kg,16,€0 - €55K,€275 p/m,Physical,Poacher
2000194094,Florian Bäker,25/7/2005 (16 years old),GER,Bundesliga,Union Berlin,Right Only,D (C),188 cm,71 kg,16,€0 - €16K,€275 p/m,Intelligent,Central Defender
2000194090,Julius Grunwald,11/9/2005 (16 years old),GER,Bundesliga,Union Berlin,Left Only,D (L),177 cm,64 kg,16,€14K - €140K,€275 p/m,Physical,Full-Back
2000193618,Christoph Meister,25/9/2004 (17 years old),GER,Bundesliga 2,Fürth,Right Only,D (R),185 cm,70 kg,17,€0 - €16K,"€1,800 p/m",Physical,Full-Back
2000196626,Mehmet Can Demirci,28/7/2005 (16 years old),GER,3. Liga,RW Essen,Right Only,"DM, M (C)",178 cm,65 kg,16,€0 - €65K,€275 p/m,Technical,Central Midfielder
2000194497,Robert Kampa,13/2/2005 (17 years old),GER,Bundesliga 2,Magdeburg,Right Only,GK,197 cm,81 kg,17,€2.5K - €7K,€275 p/m,Assertive,Goalkeeper
2000197492,Leon Peric,10/2/2004 (18 years old),GER,3. Liga,FC Ingolstadt 04,Left Only,"AM (L), ST (C)",184 cm,73 kg,18,€0 - €7K,"€1,500 p/m",Leader,Winger
2000197218,Leo Eberle,14/8/2005 (16 years old),GER,Bundesliga 2,Nürnberg,Left,D/WB (L),179 cm,65 kg,16,€0 - €45K,€275 p/m,Physical,Full-Back
2000197376,Sekou Tandiang,15/10/2005 (16 years old),FRA,Bundesliga,Hoffenheim,Left Only,M (C),168 cm,55 kg,16,€0 - €55K,€275 p/m,Creative,Mezzala
2000197227,David Jochem,28/1/2005 (17 years old),GER,Bundesliga 2,Nürnberg,Left Only,M (L),171 cm,60 kg,17,€500 - €7K,"€1,700 p/m",Technical,Winger
2000196756,Tim Brinkjost,22/12/2005 (16 years old),GER,Bundesliga 2,Paderborn,Right Only,D (RC),183 cm,68 kg,16,€0 - €18K,€275 p/m,Physical,Full-Back
2000193612,Patrick Götzelmann,28/2/2005 (17 years old),GER,Bundesliga 2,Fürth,Right,M (C),177 cm,67 kg,17,€0 - €12K,€275 p/m,Creative,Central Midfielder
2000197401,Luka Petrovic,1/10/2005 (16 years old),GER,Bundesliga 2,Heidenheim,Right Only,M (C),166 cm,55 kg,16,€16K - €50K,€275 p/m,Technical,Deep Lying Playmaker
2000197395,Max Neunhoeffer,14/4/2004 (18 years old),GER,Bundesliga 2,Heidenheim,Right Only,D (C),183 cm,71 kg,18,€500 - €3.5K,"€1,700 p/m",Intelligent,Central Defender
2000197037,Eren Öztürk,29/6/2004 (17 years old),TUR,Bundesliga 2,KSC,Left Only,D/WB/M (L),180 cm,70 kg,17,€8K - €24K,"€1,700 p/m",Physical,Winger
2000194637,Ali Aazem,1/4/2005 (17 years old),GER,3. Liga,Dynamo Dresden,Right Only,GK,185 cm,70 kg,17,€24K - €70K,"€1,500 p/m",Distributor,Goalkeeper
2000197399,Janne Berner,6/4/2005 (17 years old),GER,Bundesliga 2,Heidenheim,Right Only,D (R),162 cm,55 kg,17,€500 - €3.5K,"€1,700 p/m",Intelligent,Full-Back
2000197487,Alexander Seifert,2/12/2005 (16 years old),GER,3. Liga,FC Ingolstadt 04,Right,ST (C),177 cm,63 kg,16,€0 - €2K,€275 p/m,Physical,Poacher
2000196166,Niclas Wessels,14/11/2004 (17 years old),GER,3. Liga,SV Meppen,Right Only,"DM, M (C)",195 cm,80 kg,17,€0 - €6K,"€1,500 p/m",Leader,Central Midfielder
2000197388,Elias Kamper,31/3/2005 (17 years old),GER,Bundesliga 2,Heidenheim,Right Only,ST (C),157 cm,55 kg,17,0,"€1,700 p/m",Physical,Poacher
2000196183,Maik Müller,4/8/2004 (17 years old),GER,3. Liga,SV Meppen,Left Only,M (LC),175 cm,65 kg,17,0,"€1,500 p/m",Technical,Winger
2000193606,Richard Hauth,22/8/2005 (16 years old),GER,Bundesliga 2,Fürth,Right Only,D (C),179 cm,64 kg,16,€0 - €35K,€275 p/m,Intelligent,Central Defender
2000197383,Adijat Sefer,20/1/2005 (17 years old),GER,Bundesliga,Hoffenheim,Right,ST (C),181 cm,71 kg,17,€2K - €22K,"€2,800 p/m",Technical,Poacher
2000194636,Adam Hradisky,25/3/2005 (17 years old),CZE,3. Liga,Dynamo Dresden,Right,M/AM (C),176 cm,64 kg,17,€0 - €28K,"€1,500 p/m",Technical,Central Midfielder
2000196124,Jamal El-Srouij,20/6/2005 (17 years old),GER,Bundesliga 2,Hannover,Right Only,D (R),196 cm,84 kg,17,€0 - €35K,"€1,700 p/m",Leader,Full-Back
2000197392,Solomon Schilke,10/2/2005 (17 years old),GER,Bundesliga 2,Heidenheim,Right Only,GK,194 cm,77 kg,17,€0 - €20K,"€1,700 p/m",Shot Stopper,Goalkeeper
2000194745,Noah Wallenfuß,30/4/2005 (17 years old),GER,Bundesliga 2,HSV,Right Only,ST (C),184 cm,72 kg,17,€20K - €60K,"€1,700 p/m",Technical,Poacher
2000197503,Erik Eßlinger,9/3/2005 (17 years old),GER,3. Liga,FC Ingolstadt 04,Right Only,ST (C),185 cm,70 kg,17,€500 - €2.5K,"€1,500 p/m",Physical,Poacher
2000194083,Baris Kalayci,30/8/2005 (16 years old),GER,Bundesliga,Union Berlin,Right Only,AM (L),169 cm,56 kg,16,€2.5K - €24K,€275 p/m,Technical,Inverted Winger
2000196175,Bennet Antczak,9/2/2005 (17 years old),GER,3. Liga,SV Meppen,Right Only,M (C),177 cm,66 kg,17,0,"€1,500 p/m",Physical,Mezzala
2000197043,Safa Can Boras,29/3/2005 (17 years old),GER,Bundesliga 2,KSC,Right Only,D/WB (L),188 cm,75 kg,17,€1K - €10K,"€1,700 p/m",Physical,Inverted Wing-Back
2000196528,Batuhan Yavuz,4/5/2005 (17 years old),TUR,3. Liga,MSV Duisburg,Right Only,D (RC),174 cm,67 kg,17,€0 - €5K,"€1,500 p/m",Intelligent,Full-Back
