UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style
2000197162,Luca Telles-Villalobos,17/4/2005 ,GER,Bundesliga,FC Augsburg,Right ,GK,184,71,17,11000.0,"2,800",Shot Stopper
2000194093,Jerome Scholz,19/1/2005 ,GER,Bundesliga,Union Berlin,Left,D (L),177,66,17,0,275,Technical
2000194578,Jonas Schulz,24/2/2005 ,GER,Bundesliga 2,Magdeburg,Right,"DM, M (C)",182,70,17,4500.0,275,Leader
2000197050,Brooklyn Schwarz,13/6/2005 ,GER,Bundesliga 2,KSC,Right ,D (C),183,69,17,42500.0,"1,700",Leader
2000196988,Marko Stojadinovic,3/5/2004 ,CAN,3. Liga,SC Verl,Right,M (C),193,80,18,6000.0,"1,500",Physical
2000196979,Christian Chandler,27/5/2004 ,USA,3. Liga,SC Verl,Right ,"DM, M (C)",179,71,18,0,"1,500",Leader
2000194700,Gabriel Kuntze,24/6/2005 ,GER,Bundesliga 2,St. Pauli,Right ,D/M (R),175,65,17,7000.0,"1,700",Physical
2000196885,Pascal Geisler,29/12/2005 ,AUT,Bundesliga 2,Düsseldorf,Right ,GK,187,69,16,12000.0,275,Shot Stopper
2000196767,Mehmet Kaya,17/9/2004 ,GER,Bundesliga 2,Paderborn,Right ,D (C),190,75,17,15500.0,"1,700",Leader
2000196537,David Zogu,18/5/2005 ,GER,3. Liga,MSV Duisburg,Right ,M/AM (R),177,64,17,28500.0,"1,500",Technical
2000180877,Charles Herrmann,21/1/2006 ,GER,Bundesliga,Borussia Dortmund,Left,D/AM (L),178,64,16,80000.0,275,Technical
2000180860,Nuredin Rexhepi,19/1/2006 ,GER,Bundesliga,VfB Stuttgart,Left ,D (C),183,69,16,32500.0,275,Intelligent
2000196134,Lennart Garlipp,1/4/2004 ,GER,Bundesliga 2,Hannover,Right ,ST (C),188,73,18,151500.0,"1,700",Intelligent
2000196154,Kevin Akogo,26/4/2005 ,TOG,Bundesliga 2,Hansa Rostock,Right ,AM (R),168,57,17,2500.0,"1,700",Technical
2000196168,Paul Kassens,22/11/2005 ,GER,3. Liga,SV Meppen,Right,ST (C),176,62,16,0,275,Technical
2000196174,Jacob Jürgens,7/3/2005 ,GER,3. Liga,SV Meppen,Right ,ST (C),173,61,17,11000.0,"1,500",Technical
2000196178,Julius Pünt,1/4/2004 ,GER,3. Liga,SV Meppen,Right ,GK,191,77,18,3000.0,"1,500",Distributor
2000196179,Marcel Pieper,25/11/2005 ,GER,3. Liga,SV Meppen,Right ,D (C),185,69,16,0,275,Physical
2000197499,Aristotelis Dimitriadis,27/4/2004 ,GRE,3. Liga,FC Ingolstadt 04,Left ,D (L),187,75,18,0,"1,500",Physical
2000194642,Owen Warneck,7/4/2005 ,GER,3. Liga,Dynamo Dresden,Right ,M/AM (L),186,71,17,10000.0,"1,500",Creative
2000136056,Dominik Cullmann,4/4/2004 ,GER,3. Liga,1. FC Saarbrücken,Right ,"D (C), DM, M (C)",179,72,18,0,"1,500",Intelligent
2000197390,Luke Knapp,31/1/2005 ,GER,Bundesliga 2,Heidenheim,Right ,"DM, M (C)",179,68,17,5000.0,"1,700",Leader
2000194670,Arbes Tahirsylaj,22/5/2003 ,GER,Bundesliga 2,Magdeburg,Right ,ST (C),181,70,19,0,N/A,Physical
2000197391,Luan Bausenhart,16/7/2005 ,GER,Bundesliga 2,Heidenheim,Left,D (L),170,56,16,1750.0,275,Leader
2000194689,Benjamin Mashollaj,7/3/2005 ,GER,Bundesliga,SV Werder,Left,D (RC),168,57,17,43500.0,"2,800",Intelligent
2000196975,Ziad Baris,30/1/2004 ,GER,3. Liga,SC Verl,Left ,WB (L),164,57,18,0,"1,500",Intelligent
2000202011,Jacob Klautzsch,31/10/2005 ,GER,Bundesliga 2,Magdeburg,Right ,D (R),165,55,16,1000.0,275,Technical
2000202013,Nick Höfer,1/2/2005 ,GER,Bundesliga 2,Magdeburg,Right ,"D (C), ST (C)",189,75,17,16000.0,275,Physical
2000196891,Kris Pröstges,5/1/2005 ,GER,Bundesliga 2,Düsseldorf,Right ,D (R),174,63,17,5500.0,"1,700",Intelligent
2000197146,Marvin Wahler,28/7/2004 ,GER,Bundesliga,FC Augsburg,Right ,AM (C),180,67,17,8000.0,"2,800",Creative
2000194098,Berkin Arslanogullari,3/6/2005 ,GER,Bundesliga,Union Berlin,Right ,GK,196,81,17,7000.0,275,Assertive
2000196619,Richard Assouhoun,6/6/2005 ,GER,3. Liga,RW Essen,Right ,ST (C),193,76,17,3750.0,275,Physical
2000197140,Benjamin Krist,11/2/2004 ,GER,Bundesliga,FC Augsburg,Right ,D (R),181,70,18,83000.0,"2,800",Physical
2000197136,Lukas Yilmaz,12/1/2005 ,GER,Bundesliga,FC Augsburg,Left ,D (L),171,62,17,37500.0,"2,800",Physical
2000196531,Leon Lüdtke,18/11/2004 ,GER,3. Liga,MSV Duisburg,Right ,"DM, M (C)",173,65,17,5500.0,"1,500",Technical
2000197223,Armos Merlaku,20/1/2005 ,KOS,Bundesliga 2,Nürnberg,Right ,ST (C),191,76,17,11000.0,"1,700",Physical
2000197489,Muhammed Atak,22/1/2004 ,GER,3. Liga,FC Ingolstadt 04,Left ,D (L),184,74,18,127500.0,"1,500",Physical
2000197495,Bleron Pirku,15/9/2004 ,KOS,3. Liga,FC Ingolstadt 04,Right ,"D (C), DM, M (C)",172,62,17,1000.0,"1,500",Physical
2000196122,Alexander Babitsch,3/10/2004 ,GER,Bundesliga 2,Hannover,Left ,D (L),184,70,17,20000.0,"1,700",Leader
2000196127,Adrian Becker,5/5/2004 ,GER,Bundesliga 2,Hannover,Right ,M (C),176,64,18,10000.0,"1,700",Physical
2000205780,Omar Shatla,20/11/2003 ,EGY,Eredivisie,Excelsior,Right,D (R),164,58,18,37500.0,650,Technical
2000197075,George Dumitru,12/9/2005 ,ROU,3. Liga,1860 München,Right ,M (C),175,61,16,6500.0,275,Physical
2000196151,Cedric Maltz,10/4/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,M (R),175,63,17,0,"1,700",Leader
2000197501,Luka Misimović,1/3/2005 ,BIH,3. Liga,FC Ingolstadt 04,Right,AM (C),174,66,17,22500.0,"1,500",Creative
2000196164,Hannes Hermes,2/2/2005 ,GER,3. Liga,SV Meppen,Right ,D/WB (R),176,65,17,4500.0,"1,500",Physical
2000197403,Nico Hayer,2/4/2005 ,GER,Bundesliga 2,Heidenheim,Right ,AM (C),185,70,17,17750.0,"1,700",Physical
2000197332,Rafael Pfauser,26/2/2004 ,ARG,Bundesliga,SC Freiburg,Right,D (R),183,73,18,99000.0,"2,800",Technical
2000193622,Edin Zengin,16/10/2004 ,GER,Bundesliga 2,Fürth,Right ,D (C),185,70,17,20000.0,"1,800",Physical
2000194079,Leonit Ibrahimi,14/4/2005 ,GER,Bundesliga,Union Berlin,Right ,ST (C),188,71,17,3750.0,275,Intelligent
2000197045,Nick Seidel,11/1/2005 ,GER,Bundesliga 2,KSC,Left ,D/WB (L),169,61,17,20000.0,"1,700",Intelligent
2000197041,Egemen Sarikaya,23/8/2004 ,GER,Bundesliga 2,KSC,Right ,"D (C), DM, M (C)",176,66,17,47000.0,"1,700",Physical
2000194640,Emil Zeil,24/12/2005 ,GER,3. Liga,Dynamo Dresden,Left ,D (LC),173,63,16,12000.0,275,Physical
2000154725,Yohann Torres,6/12/2004 ,LUX,Bundesliga,VfB Stuttgart,Right ,D (R),192,78,17,0,N/A,Physical
2000136064,Dorian Magema,28/9/2004 ,GER,3. Liga,1. FC Saarbrücken,Right ,"AM (C), ST (C)",179,68,17,0,"1,600",Technical
2000127525,Patrick Thon,10/7/2003 ,GER,Bundesliga 2,Magdeburg,Left ,D (LC),181,72,18,49500.0,"1,700",Intelligent
2000197504,Benjamin Causevic,9/2/2004 ,GER,3. Liga,FC Ingolstadt 04,Right ,ST (C),185,72,18,6000.0,"1,500",Physical
2000197490,Davide-Danilo Sekulovic,11/9/2004 ,GER,3. Liga,FC Ingolstadt 04,Right ,ST (C),166,56,17,5000.0,"1,500",Physical
2000197486,Berkay Öztürk,23/3/2005 ,TUR,3. Liga,FC Ingolstadt 04,Right ,M (C),183,71,17,3500.0,"1,500",Leader
2000197483,Giulio Conti,14/4/2004 ,GER,3. Liga,FC Ingolstadt 04,Left ,WB (L),184,73,18,14500.0,"1,500",Physical
2000197377,Dennis Arnst,27/3/2005 ,GER,Bundesliga,Hoffenheim,Right ,M (R),176,63,17,120000.0,"2,800",Technical
2000197371,Lucas Tamarez,11/9/2004 ,USA,Bundesliga,Hoffenheim,Right ,DM,175,62,17,46500.0,"2,800",Leader
2000197361,Linus Weik,22/11/2004 ,GER,Bundesliga,Hoffenheim,Left ,D (L),181,71,17,500000.0,"2,800",Technical
2000197352,Tim Philipp,21/12/2005 ,GER,Bundesliga,Hoffenheim,Left ,GK,191,74,16,121000.0,275,Distributor
2000197351,Luc Ziegler,15/3/2005 ,GER,Bundesliga,Hoffenheim,Right,GK,191,76,17,45000.0,"2,800",Distributor
2000197342,Yann Sturm,21/3/2005 ,GER,Bundesliga,SC Freiburg,Right ,AM (R),177,65,17,71000.0,"2,800",Technical
2000197336,Gabriel Pellegrino,25/3/2004 ,CAN,Bundesliga,SC Freiburg,Right ,M (C),177,67,18,121000.0,"2,800",Physical
2000197331,Berkay Yilmaz,25/2/2005 ,TUR,Bundesliga,SC Freiburg,Left ,D (L),172,62,17,36000.0,"2,800",Technical
2000197330,Gloire Capitao,4/2/2004 ,FRA,Bundesliga,SC Freiburg,Right ,D (C),193,81,18,110000.0,"2,800",Intelligent
2000197325,Ali Benelmir,4/7/2005 ,GER,Bundesliga,SC Freiburg,Right,D (C),193,74,16,132500.0,275,Physical
2000193616,Lukas Napflein,11/5/2005 ,GER,Bundesliga 2,Fürth,Right ,M (C),176,65,17,9000.0,275,Physical
2000197239,Arda Bilgilisoy,29/1/2005 ,GER,Bundesliga,Eintracht Frankfurt,Right ,M (C),178,67,17,12000.0,"2,800",Technical
2000197237,Fabio Wollstadt,13/9/2005 ,GER,Bundesliga,Eintracht Frankfurt,Left ,D (L),189,73,16,37500.0,275,Physical
2000197231,Noel Werner,16/4/2005 ,GER,Bundesliga,Eintracht Frankfurt,Either,"AM (C), ST (C)",176,65,17,30500.0,"2,800",Physical
2000197228,Theodore Afework,24/1/2004 ,CAN,Bundesliga 2,Nürnberg,Right ,ST (C),182,72,18,6000.0,"1,700",Physical
2000197225,Gabriel Demian,4/12/2004 ,SVN,Bundesliga 2,Nürnberg,Right ,ST (C),179,68,17,33000.0,"1,700",Physical
2000197217,Lucas Beetz,14/9/2005 ,GER,Bundesliga 2,Nürnberg,Left ,WB (L),169,55,16,36500.0,275,Technical
19382822,Sousa,4/7/2001 ,BRA,Jupiler Pro League,Cercle Brugge,Left ,D (C),192,79,20,385000.0,"2,500",Physical
2000197172,Riccardo Križan,13/2/2005 ,CRO,Bundesliga,VfB Stuttgart,Right ,ST (C),181,70,17,94000.0,"2,800",Intelligent
2000194082,Nick Graupner,28/2/2005 ,GER,Bundesliga,Union Berlin,Right,AM (R),181,66,17,25000.0,275,Technical
2000197169,Elton Krasniqi,27/2/2005 ,KOS,Bundesliga,VfB Stuttgart,Left ,AM (L),179,67,17,115000.0,"2,800",Technical
2000194086,Albion Jahaj,5/8/2005 ,GER,Bundesliga,Union Berlin,Right ,M (C),184,67,16,77000.0,275,Physical
2000194088,Tim Schleinitz,10/6/2005 ,GER,Bundesliga,Union Berlin,Right,DM,180,68,17,4500.0,275,Physical
2000194089,Magnus Rösner,9/7/2005 ,GER,Bundesliga,Union Berlin,Right ,D (R),172,59,16,27000.0,275,Physical
2000197161,Noah Dotzauer,10/3/2005 ,GER,Bundesliga,FC Augsburg,Right ,GK,194,80,17,54000.0,"2,800",Shot Stopper
2000197157,Alem Japaur,23/4/2004 ,BIH,Bundesliga,FC Augsburg,Right,ST (C),186,75,18,54000.0,"2,800",Technical
2000197154,Max Bachner,28/10/2005 ,GER,Bundesliga,FC Augsburg,Right ,ST (C),181,68,16,93000.0,275,Physical
2000194095,Jerry Lutzmann,1/4/2005 ,GER,Bundesliga,Union Berlin,Right ,D (C),193,80,17,3250.0,275,Intelligent
2000194099,Max Köhler,29/7/2005 ,GER,Bundesliga,Union Berlin,Right ,GK,192,72,16,11000.0,275,Shot Stopper
2000197141,Simon Mühlbauer,23/5/2005 ,GER,Bundesliga,FC Augsburg,Right,DM,169,59,17,49500.0,"2,800",Intelligent
2000197137,Tobias Horn,13/9/2004 ,GER,Bundesliga,FC Augsburg,Left ,D (L),181,68,17,120000.0,"2,800",Leader
2000197133,Nick Rasoulinia,28/10/2004 ,GER,Bundesliga,FC Augsburg,Right ,D (C),181,70,17,43500.0,"2,800",Intelligent
2000197129,Tobias Jäger,1/2/2005 ,GER,Bundesliga,FC Augsburg,Either,GK,184,71,17,125000.0,"2,800",Shot Stopper
2000197124,Soner Cangert,25/10/2005 ,GER,Bundesliga,FC Augsburg,Right ,"AM (RC), ST (C)",183,68,16,82000.0,275,Technical
2000197084,Christian Naveen,10/7/2005 ,AUS,3. Liga,1860 München,Right ,AM (R),165,55,16,22500.0,275,Technical
2000197080,Max Jägerbauer,6/5/2005 ,GER,3. Liga,1860 München,Right,AM (C),192,75,17,35000.0,"1,500",Physical
2000197079,Arin Garza,4/5/2005 ,GER,3. Liga,1860 München,Right ,AM (C),180,65,17,5000.0,"1,500",Technical
2000197076,Evarist Samey,1/2/2005 ,GER,3. Liga,1860 München,Right,AM (C),185,70,17,25000.0,"1,500",Creative
2000197068,Martin Zentrich,20/7/2005 ,CZE,3. Liga,1860 München,Right ,D (C),182,68,16,40000.0,275,Intelligent
2000194567,Laurenz Hoffmann,27/11/2005 ,GER,Bundesliga 2,Magdeburg,Right ,D (R),173,61,16,24500.0,275,Technical
2000194569,Matti Schauer,27/2/2005 ,GER,Bundesliga 2,Magdeburg,Left ,WB (L),184,74,17,4000.0,275,Physical
2000194573,Elias Schültke,19/1/2005 ,GER,Bundesliga 2,Magdeburg,Right ,"D (R), DM, M (RC)",175,63,17,0,275,Physical
2000197064,Justin Thönig,29/10/2004 ,GER,3. Liga,1860 München,Right,D (C),192,77,17,14000.0,"1,500",Physical
2000197063,Carlos Mila-Baier,21/3/2004 ,GER,3. Liga,1860 München,Right ,D (C),181,69,18,5500.0,"1,500",Intelligent
2000197054,Ali Ersungur,22/11/2005 ,TUR,Bundesliga 2,KSC,Right ,AM (C),175,62,16,105000.0,275,Creative
2000194581,Emmanuel Elekwa,11/6/2005 ,GER,Bundesliga 2,Magdeburg,Right ,ST (C),179,65,17,29500.0,275,Physical
2000197049,Karim Elabed,27/2/2004 ,TUN,Bundesliga 2,KSC,Right ,D (C),183,75,18,13000.0,"1,700",Physical
2000197040,Ramiz Kalici,9/8/2004 ,GER,Bundesliga 2,KSC,Left ,M/AM (LC),181,67,17,37500.0,"1,700",Creative
2000197038,Louis Knapp,11/2/2004 ,GER,Bundesliga 2,KSC,Left,WB (L),175,66,18,42500.0,"1,700",Technical
2000194644,Jules Hasenberg,13/9/2004 ,GER,3. Liga,Dynamo Dresden,Right ,"DM, M (C)",171,62,17,13000.0,"1,500",Physical
2000194684,Mika Ney,13/8/2004 ,GER,Bundesliga,SV Werder,Right ,"D (RC), DM, M (RC)",182,70,17,94000.0,"2,800",Technical
2000194685,Paul Bellmann,4/3/2005 ,GER,Bundesliga,SV Werder,Left,D/WB (L),183,69,17,120000.0,"2,800",Physical
2000196981,Kevin Matulin,24/7/2004 ,GER,3. Liga,SC Verl,Left ,D (C),181,68,17,30000.0,"1,500",Intelligent
2000196880,Ronay Arabaci,11/1/2005 ,GER,Bundesliga 2,Düsseldorf,Right ,"D (C), DM, M (C)",172,62,17,37500.0,"1,700",Intelligent
2000196770,Jeyhun Hajiyev,20/5/2005 ,AZE,Bundesliga 2,Paderborn,Right ,AM (R),182,70,17,9000.0,"1,700",Technical
2000196759,Georg Ermolaev,24/8/2005 ,RUS,Bundesliga 2,Paderborn,Right ,M (C),174,62,16,14500.0,275,Leader
2000196758,Emirhan Delifer,11/1/2005 ,GER,Bundesliga 2,Paderborn,Right,D/WB (R),180,67,17,10000.0,"1,700",Physical
2000196755,Paul Kohlstädt,31/7/2005 ,GER,Bundesliga 2,Paderborn,Right ,M (C),185,68,16,6500.0,275,Leader
2000196623,Davud Kocagöz,7/3/2005 ,GER,3. Liga,RW Essen,Left,D (L),179,70,17,0,275,Physical
2000196622,Lennart Bollenberg,25/1/2005 ,GER,3. Liga,RW Essen,Right,D (C),187,76,17,3000.0,275,Physical
2000196620,Liom Sombetzki,12/10/2004 ,GER,3. Liga,RW Essen,Right ,GK,181,68,17,32500.0,"1,600",Shot Stopper
2000127588,Joel Marks,3/7/2004 ,GER,Bundesliga 2,Magdeburg,Right ,"M (RL), AM (C)",181,68,17,3000.0,"1,800",Technical
2000196536,Shawn Kiyau,19/2/2005 ,GER,3. Liga,MSV Duisburg,Right ,D (C),168,58,17,3000.0,"1,500",Leader
2000196535,Berkem Kurt,14/2/2005 ,GER,3. Liga,MSV Duisburg,Right ,M/AM (RC),171,62,17,45000.0,"1,500",Technical
2000196534,Leif Linnig,18/8/2005 ,GER,3. Liga,MSV Duisburg,Left ,"DM, M (LC)",183,67,16,2500.0,275,Physical
2000127596,Sebastian Wien,20/9/2004 ,GER,Bundesliga 2,Magdeburg,Left,WB/M (L),174,64,17,10000.0,"1,700",Technical
2000197345,David Amegnaglo,28/1/2005 ,FRA,Bundesliga,SC Freiburg,Right ,ST (C),175,64,17,405000.0,"2,800",Intelligent
2000180951,Tim Ottilinger,5/2/2004 ,GER,Bundesliga,Hoffenheim,Right ,"D (C), DM",187,78,18,15500.0,"2,800",Leader
2000196119,Lukas Darsow,20/10/2004 ,GER,Bundesliga 2,Hannover,Right,GK,181,67,17,35000.0,"1,700",Assertive
2000180861,Almugera Kabar,6/2/2006 ,GER,Bundesliga,Borussia Dortmund,Left,D/AM (L),166,55,16,112500.0,275,Technical
2000182179,Mike Huras,28/1/2006 ,POL,Bundesliga,VfB Stuttgart,Right,ST (C),171,62,16,15500.0,275,Intelligent
2000196126,Lasse von Boetticher,28/12/2005 ,GER,Bundesliga 2,Hannover,Right ,DM,171,58,16,50000.0,275,Leader
2000196129,Tomas de Sousa Moreira,26/6/2005 ,LUX,Bundesliga 2,Hannover,Right ,AM (C),177,64,17,67500.0,"1,700",Creative
2000196142,Lukas Schmitt,8/10/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,D (C),180,65,16,7000.0,275,Leader
2000196146,Milan Szybora,17/1/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,D (R),170,59,17,11000.0,"1,700",Intelligent
2000180816,Jean-Philippe Njike Nana,10/8/2005 ,GER,Bundesliga,VfL Bochum,Right ,M (C),177,63,16,99000.0,275,Physical
2000196148,Mahdi Mohammadi,17/4/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,M (C),167,59,17,7000.0,"1,700",Intelligent
2000196149,Matheo Venohr,6/4/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,M (C),187,73,17,29500.0,"1,700",Physical
2000180815,Lennart Koerdt,7/1/2005 ,GER,Bundesliga,VfL Bochum,Right ,"DM, M (C)",177,66,17,3750.0,275,Technical
2000196157,Tim Glasow,7/10/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,ST (C),178,66,16,56500.0,275,Physical
2000196159,Antek Wrebiakowski,24/9/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,ST (C),172,63,16,1750.0,275,Intelligent
2000196172,Janis Hagemann,28/4/2005 ,GER,3. Liga,SV Meppen,Right ,ST (C),176,65,17,0,"1,500",Physical
2000179610,Nash Bijnoe,30/3/2005 ,NED,Eredivisie,Ajax,Left,D (LC),191,78,17,192500.0,500,Physical
62127037,Sergej Milinković-Savić,27/2/1995 ,SRB,Italian Serie A,Lazio,Either,M/AM (C),191,82,27,69500000.0,"494,000",Physical
85028014,Paul Pogba,15/3/1993 ,FRA,Italian Serie A,Juventus,Right,M/AM (LC),191,84,29,38500000.0,"855,000",Creative
18007344,Romelu Lukaku,13/5/1993 ,BEL,Italian Serie A,Inter,Left,ST (C),191,93,29,132000000.0,"1,759,000",Leader
14110660,Lautaro Martínez,22/8/1997 ,ARG,Italian Serie A,Inter,Right,ST (C),174,79,24,105500000.0,"926,000",Leader
43139595,Nicolò Barella,7/2/1997 ,ITA,Italian Serie A,Inter,Right,M (C),172,68,25,47000000.0,"772,000",Leader
14000219,Ángel Di María,14/2/1988 ,ARG,Italian Serie A,Juventus,Left,"M (RL), AM (RLC)",180,75,34,19000000.0,"641,000",Creative
63013145,Milan Škriniar,11/2/1995 ,SVK,Italian Serie A,Inter,Right,D (C),188,82,27,56000000.0,"463,000",Physical
43010773,Ciro Immobile,20/2/1990 ,ITA,Italian Serie A,Lazio,Right,ST (C),185,85,32,,"617,000",Intelligent
14044150,Paulo Dybala,15/11/1993 ,ARG,Italian Serie A,Capitoline,Left,"AM (RC), ST (C)",177,79,28,20000000.0,"694,000",Creative
76010707,Juan Cuadrado,26/5/1988 ,COL,Italian Serie A,Juventus,Right,D/WB/M/AM (R),179,72,34,5550000.0,"772,000",Technical
142173,Zlatan Ibrahimović,3/10/1981 ,SWE,Italian Serie A,Milan,Either,ST (C),195,95,40,4350000.0,"160,000",Technical
28009478,Wojciech Szczęsny,18/4/1990 ,POL,Italian Serie A,Juventus,Right,GK,195,90,32,,"1,003,000",Shot Stopper
1410956,Leonardo Bonucci,1/5/1987 ,ITA,Italian Serie A,Juventus,Right,D (C),190,85,35,,"1,003,000",Intelligent
24016529,Marcelo Brozović,16/11/1992 ,CRO,Italian Serie A,Inter,Right,"DM, M (C)",181,68,29,158000000.0,"926,000",Leader
13158205,Victor Osimhen,29/12/1998 ,NGA,Italian Serie A,Parthenope,Right,ST (C),185,78,23,106000000.0,"481,000",Physical
67211695,Theo Hernández,6/10/1997 ,FRA,Italian Serie A,Milan,Left,D/WB/M (L),184,81,24,156000000.0,"427,000",Physical
19099575,Danilo,15/7/1991 ,BRA,Italian Serie A,Juventus,Right,"D (RLC), WB (R)",184,78,30,34500000.0,"427,000",Intelligent
85086031,Adrien Rabiot,3/4/1995 ,FRA,Italian Serie A,Juventus,Left,"DM, M (LC)",188,71,27,15750000.0,"747,000",Physical
67131771,Luis Alberto,28/9/1992 ,ESP,Italian Serie A,Lazio,Right,M/AM (C),183,74,29,32500000.0,"386,000",Creative
43252460,Alessandro Bastoni,13/4/1999 ,ITA,Italian Serie A,Inter,Left,D (C),190,75,23,49000000.0,"432,000",Physical
43036586,Leonardo Spinazzola,25/3/1993 ,ITA,Italian Serie A,Capitoline,Right,D/WB/M (L),186,75,29,78500000.0,"463,000",Technical
34000647,Olivier Giroud,30/9/1986 ,FRA,Italian Serie A,Milan,Left,ST (C),192,93,35,5450000.0,"374,000",Leader
1510305,Pedro,28/7/1987 ,ESP,Italian Serie A,Lazio,Either,AM (RLC),167,66,34,3650000.0,"268,000",Creative
19067093,Alex Sandro,26/1/1991 ,BRA,Italian Serie A,Juventus,Left,D/WB/M (L),180,80,31,14250000.0,"1,004,000",Technical
43298481,Sandro Tonali,8/5/2000 ,ITA,Italian Serie A,Milan,Right,"DM, M (C)",181,79,22,134000000.0,"386,000",Leader
8502440,Edin Džeko,17/3/1986 ,BIH,Italian Serie A,Inter,Either,ST (C),193,94,36,1700000.0,"772,000",Intelligent
59006269,Henrikh Mkhitaryan,21/1/1989 ,ARM,Italian Serie A,Inter,Either,"M (C), AM (LC)",177,75,33,6800000.0,"406,000",Intelligent
43161651,Federico Chiesa,25/10/1997 ,ITA,Italian Serie A,Juventus,Either,M/AM (RL),175,70,24,89000000.0,"772,000",Physical
96026541,Arkadiusz Milik,28/2/1994 ,POL,Italian Serie A,Juventus,Left,ST (C),186,80,28,59000000.0,"329,000",Intelligent
92026209,Hakan Çalhanoğlu,8/2/1994 ,TUR,Italian Serie A,Inter,Right,M/AM (LC),178,69,28,34000000.0,"772,000",Creative
62182055,Dušan Vlahović,28/1/2000 ,SRB,Italian Serie A,Juventus,Left,ST (C),191,81,22,96500000.0,"1,080,000",Physical
43093395,Alessio Romagnoli,12/1/1995 ,ITA,Italian Serie A,Lazio,Left,D (C),188,78,27,15250000.0,"463,000",Technical
43270517,Nicolò Zaniolo,2/7/1999 ,ITA,Italian Serie A,Capitoline,Left,"M (C), AM (RC), ST (C)",189,79,22,76000000.0,"386,000",Physical
7582392,Samir Handanovič,14/7/1984 ,SVN,Italian Serie A,Inter,Right ,GK,193,89,37,4675000.0,"386,000",Shot Stopper
62113639,Luka Jović,23/12/1997 ,SRB,Italian Serie A,Fiorentina,Either,ST (C),181,79,24,9550000.0,"134,000",Intelligent
14024702,Leandro Paredes,29/6/1994 ,ARG,Italian Serie A,Juventus,Right,"DM, M (C)",180,75,27,23500000.0,"748,000",Technical
43093171,Piotr Zieliński,20/5/1994 ,POL,Italian Serie A,Parthenope,Either,M/AM (C),180,69,28,46000000.0,"540,000",Creative
37001814,Stefan de Vrij,5/2/1992 ,NED,Italian Serie A,Inter,Right,D (C),189,78,30,17500000.0,"587,000",Technical
43094100,Lorenzo Pellegrini,19/6/1996 ,ITA,Italian Serie A,Capitoline,Right,"DM, M/AM (C)",186,77,26,116000000.0,"617,000",Technical
1400480,Antonio Candreva,28/2/1987 ,ITA,Italian Serie A,Salernitana,Right,"WB (R), M (RC)",180,70,35,1762500.0,"200,000",Technical
76014012,Duván Zapata,1/4/1991 ,COL,Italian Serie A,Atalanta,Right,ST (C),189,88,31,,"277,000",Physical
85059774,Samuel Umtiti,14/11/1993 ,FRA,Italian Serie A,Salento,Left,D (C),182,75,28,3805000.0,"444,000",Intelligent
37052843,Denzel Dumfries,18/4/1996 ,NED,Italian Serie A,Inter,Right,D/WB/M (R),189,80,26,61500000.0,"268,000",Physical
18045347,Divock Origi,18/4/1995 ,BEL,Italian Serie A,Milan,Right,"AM (L), ST (C)",189,75,27,11750000.0,"427,000",Physical
43167354,Manuel Locatelli,8/1/1998 ,ITA,Italian Serie A,Juventus,Right,"DM, M (C)",186,75,24,40000000.0,"463,000",Leader
62070416,Filip Kostić,1/11/1992 ,SRB,Italian Serie A,Juventus,Left ,WB/M/AM (L),184,84,29,21000000.0,"268,000",Physical
43017499,Francesco Acerbi,10/2/1988 ,ITA,Italian Serie A,Inter,Left,D (C),192,88,34,1487500.0,"277,000",Physical
51042313,Hirving Lozano,30/7/1995 ,MEX,Italian Serie A,Parthenope,Right,"AM (RL), ST (C)",175,70,26,28500000.0,"481,000",Technical
28097985,Tammy Abraham,2/10/1997 ,ENG,Italian Serie A,Capitoline,Right,ST (C),196,87,24,115000000.0,"481,000",Physical
78040720,Matías Vecino,24/8/1991 ,URU,Italian Serie A,Lazio,Right,"DM, M (C)",187,81,30,7100000.0,"293,000",Intelligent
76015142,Luis Muriel,16/4/1991 ,COL,Italian Serie A,Atalanta,Right,ST (C),179,79,31,10900000.0,"192,000",Technical
859612,Georginio Wijnaldum,11/11/1990 ,NED,Italian Serie A,Capitoline,Right,"DM, M (C), AM (LC)",175,74,31,46000000.0,"914,000",Physical
37041773,Robin Gosens,5/7/1994 ,GER,Italian Serie A,Inter,Left,D/WB/M (L),184,76,27,16500000.0,"123,000",Technical
62000307,Nemanja Matić,1/8/1988 ,SRB,Italian Serie A,Capitoline,Left,"DM, M (C)",194,85,33,5450000.0,"374,000",Technical
83176849,Merih Demiral,5/3/1998 ,TUR,Italian Serie A,Atalanta,Right ,D (C),192,85,24,44000000.0,"308,000",Leader
48030711,André-Franck Zambo Anguissa,16/11/1995 ,CMR,Italian Serie A,Parthenope,Right,"DM, M (C)",184,78,26,39500000.0,"182,000",Technical
