"RecordIDS","AverageConsistency","Birthdate-Consistency","Birthdate-Values","Club-Consistency","Club-Values","Jersey_number-Consistency","Jersey_number-Values","Name-Consistency","Name-Values","Nationality-Consistency","Nationality-Values","Height-Consistency","Height-Values","Weight-Consistency","Weight-Values"
"eafc_1467+fm_2001","0.5714285714285714","1.0","{1991-04-01T00:00|1991-04-01T00:00}","1.0","{Schalke 04|Schalke 04}","1.0","{40}","0.0","{S. Polter|Sebastian Polter}","0.0","{Germany|GER}","1.0","{192.0|192.0}","0.0","{94.0|92.0}"
"eafc_2945+fm_10169","0.42857142857142855","1.0","{1992-03-21T00:00|1992-03-21T00:00}","0.0","{Al Wahda|Al-Wehda}","1.0","{19}","0.0","{J. Beauguel|Jean-David Beauguel}","0.0","{France|FRA}","1.0","{196.0|196.0}","0.0","{96.0|73.0}"
"eafc_11613+fm_10720","0.2857142857142857","1.0","{1999-02-02T00:00|1999-01-23T00:00}","0.0","{Shenzhen|Meizhou}","1.0","{36}","0.0","{Chen Guoliang|Chen Guokang}","0.0","{China PR|CHN}","0.0","{186.0|170.0}","0.0","{70.0|63.0}"
"eafc_11397+fm_10512","0.8571428571428571","1.0","{1994-02-11T00:00|1994-02-11T00:00}","1.0","{Shenzhen|Shenzhen}","1.0","{16}","1.0","{Zheng Dalun|Zheng Dalun}","0.0","{China PR|CHN}","1.0","{170.0|170.0}","1.0","{67.0|67.0}"
"eafc_9212+fm_6539+tm_3538","0.4285714285714285","1.0","{2002-10-06T00:00|2002-10-06T00:00|2002-10-06T00:00}","0.6666666666666666","{AZ Alkmaar|Bologna|AZ Alkmaar}","0.0","{30|30}","0.6666666666666666","{D. Kasius|Denso Kasius|Denso Kasius}","0.6666666666666666","{Netherlands|NED|Netherlands}","0.0","{183.0|185.0}","0.0","{69.0|70.0}"
"eafc_2269+fm_12170+tm_10150","0.7142857142857143","1.0","{1993-01-10T00:00|1993-01-10T00:00|1993-01-10T00:00}","0.6666666666666666","{Millwall|Millwall|Millwall FC}","0.0","{3|3}","0.6666666666666666","{M. Wallace|Murray Wallace|Murray Wallace}","0.6666666666666666","{Scotland|SCO|Scotland}","1.0","{188.0|188.0}","1.0","{75.0|75.0}"
"eafc_7616+tm_8307","0.5714285714285714","1.0","{1998-03-13T00:00|1998-03-13T00:00}","0.0","{Paris|Paris FC}","0.0","{26|26}","0.0","{L. Gueye|Lamine Gueye}","1.0","{Senegal|Senegal}","1.0","{178.0}","1.0","{74.0}"
"eafc_8057+fm_3074+tm_10454","0.7142857142857143","1.0","{2002-04-02T00:00|2002-04-02T00:00|2002-04-02T00:00}","0.6666666666666666","{Fortuna Düsseldorf|FC Viktoria Köln|Fortuna Düsseldorf}","0.0","{20|20}","0.6666666666666666","{J. Siebert|Jamil Siebert|Jamil Siebert}","0.6666666666666666","{Germany|GER|Germany}","1.0","{193.0|193.0}","1.0","{86.0|86.0}"
"eafc_1522+fm_14397+tm_5617","0.47619047619047616","1.0","{1990-03-08T00:00|1990-03-08T00:00|1990-03-08T00:00}","0.0","{Lille|LOSC|LOSC Lille}","0.0","{10|10}","0.6666666666666666","{R. Cabella|Rémy Cabella|Rémy Cabella}","0.6666666666666666","{France|FRA|France}","1.0","{172.0|172.0}","0.0","{68.0|66.0}"
"eafc_10801+tm_2770","0.5714285714285714","1.0","{2006-04-17T00:00|2006-04-17T00:00}","0.0","{DSC Arminia Bielefeld|Arminia Bielefeld}","0.0","{30|30}","0.0","{H. Obermeyer|Henry Obermeyer}","1.0","{Germany|Germany}","1.0","{180.0}","1.0","{72.0}"
"eafc_1669+fm_6434+tm_6493","0.619047619047619","1.0","{1990-02-09T00:00|1990-02-09T00:00|1990-02-09T00:00}","0.0","{Frosinone|Parma|Frosinone Calcio}","0.0","{6|6}","0.6666666666666666","{S. Romagnoli|Simone Romagnoli|Simone Romagnoli}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{193.0|193.0}","1.0","{85.0|85.0}"
"eafc_10489+tm_1284","0.7142857142857143","1.0","{2000-08-08T00:00|2000-08-29T00:00}","1.0","{Portland Timbers|Portland Timbers}","0.0","{92|92}","0.0","{N. Caliskan|Noel Caliskan}","1.0","{Germany|Germany}","1.0","{180.0}","1.0","{68.0}"
"eafc_3113+fm_16170+tm_9671","0.5714285714285714","1.0","{1994-04-18T00:00|1994-04-18T00:00|1994-04-18T00:00}","0.6666666666666666","{Racing Ferrol|Ponferrada|Racing Ferrol}","0.0","{21|21}","0.6666666666666666","{Moi Delgado|Moisés Delgado|Moi Delgado}","0.6666666666666666","{Spain|ESP|Spain}","1.0","{173.0|173.0}","0.0","{66.0|60.0}"
"eafc_11376+fm_10346","0.42857142857142855","1.0","{1993-02-27T00:00|1993-02-27T00:00}","0.0","{Beijing Guoan|Beijing}","1.0","{14}","1.0","{Zou Dehai|Zou Dehai}","0.0","{China PR|CHN}","0.0","{187.0|186.0}","0.0","{72.0|73.0}"
"eafc_9782+tm_6708","0.7142857142857143","1.0","{2001-10-12T00:00|2001-10-12T00:00}","0.0","{Athletic Club|Athletic Bilbao}","0.0","{29|29}","1.0","{Adu Ares|Adu Ares}","1.0","{Spain|Spain}","1.0","{183.0}","1.0","{73.0}"
"eafc_6707+fm_3558+tm_10016","0.7142857142857143","1.0","{2001-03-07T00:00|2001-03-07T00:00|2001-03-07T00:00}","0.6666666666666666","{Birmingham City|SV Werder|Birmingham City}","0.0","{3|3}","0.6666666666666666","{L. Buchanan|Lee Buchanan|Lee Buchanan}","0.6666666666666666","{England|ENG|England}","1.0","{175.0|175.0}","1.0","{67.0|67.0}"
"eafc_3065+fm_11639+tm_7526","0.4285714285714285","1.0","{1996-06-04T00:00|1996-06-04T00:00|1996-06-04T00:00}","0.6666666666666666","{Sheffield United|Sheff Utd|Sheffield United}","0.0","{9|9}","0.6666666666666666","{O. McBurnie|Oli McBurnie|Oli McBurnie}","0.6666666666666666","{Scotland|SCO|Scotland}","0.0","{191.0|188.0}","0.0","{77.0|84.0}"
"eafc_7805+fm_16236+tm_5872","0.7142857142857143","1.0","{2000-06-04T00:00|2000-06-04T00:00|2000-06-04T00:00}","0.6666666666666666","{Clermont|Clermont|Clermont Foot 63}","0.0","{36|36}","0.6666666666666666","{A. Seidu|Alidu Seidu|Alidu Seidu}","0.6666666666666666","{Ghana|GHA|Ghana}","1.0","{173.0|173.0}","1.0","{68.0|68.0}"
"eafc_7512+fm_3118+tm_2804","0.619047619047619","1.0","{2001-09-17T00:00|2001-09-17T00:00|2001-09-17T00:00}","0.0","{Saarbrücken|FC Viktoria Köln|1.FC Saarbrücken}","0.0","{22|22}","0.6666666666666666","{S. Stehle|Simon Stehle|Simon Stehle}","0.6666666666666666","{Germany|GER|Germany}","1.0","{182.0|182.0}","1.0","{80.0|80.0}"
"eafc_3169+fm_15437+tm_8160","0.5714285714285714","1.0","{1994-03-04T00:00|1994-03-04T00:00|1994-03-04T00:00}","0.6666666666666666","{Auxerre|AJ Auxerre|AJ Auxerre}","0.0","{5|5}","0.6666666666666666","{T. Pellenard|Théo Pellenard|Théo Pellenard}","0.6666666666666666","{France|FRA|France}","0.0","{182.0|184.0}","1.0","{78.0|78.0}"
"eafc_1872+fm_11334+tm_6209","0.47619047619047616","1.0","{1992-04-15T00:00|1992-04-15T00:00|1992-04-15T00:00}","0.0","{Bologna|Nottm Forest|Nottingham Forest}","0.0","{8|8}","0.6666666666666666","{R. Freuler|Remo Freuler|Remo Freuler}","0.6666666666666666","{Switzerland|SUI|Switzerland}","0.0","{181.0|180.0}","1.0","{80.0|80.0}"
"eafc_6477+tm_1311","0.42857142857142855","1.0","{1999-11-20T00:00|1999-11-20T00:00}","0.0","{Vancouver Whitecaps|Vancouver Whitecaps FC}","0.0","{26|26}","0.0","{J. Ngando|J.C. Ngando}","0.0","{Cameroon|France}","1.0","{169.0}","1.0","{60.0}"
"eafc_2471+fm_11818+tm_7381","0.5714285714285714","1.0","{1995-03-09T00:00|1995-03-09T00:00|1995-03-09T00:00}","0.6666666666666666","{AFC Bournemouth|Bournemouth|AFC Bournemouth}","0.0","{30|13}","0.6666666666666666","{E. Marcondes|Emiliano Marcondes|Emiliano Marcondes}","0.6666666666666666","{Denmark|DEN|Denmark}","1.0","{182.0|182.0}","0.0","{75.0|76.0}"
"eafc_1308+fm_14705+tm_9274","0.7142857142857143","1.0","{1985-11-13T00:00|1985-11-13T00:00|1985-11-13T00:00}","0.6666666666666666","{Real Zaragoza|Zaragoza|Real Zaragoza}","0.0","{1|1}","0.6666666666666666","{C. Álvarez|Cristian Álvarez|Cristian Álvarez}","0.6666666666666666","{Argentina|ARG|Argentina}","1.0","{186.0|186.0}","1.0","{83.0|83.0}"
"eafc_8714+fm_6972+tm_6258","0.47619047619047616","1.0","{2002-08-02T00:00|2002-08-02T00:00|2002-08-02T00:00}","0.6666666666666666","{Udinese|Udinese|Udinese Calcio}","0.0","{2|2}","0.6666666666666666","{F. Ebosele|Festy Ebosele|Festy Ebosele}","0.0","{Republic of Ireland|IRL|Ireland}","1.0","{180.0|180.0}","0.0","{75.0|64.0}"
"eafc_3068+fm_6408","0.5714285714285714","1.0","{1992-07-03T00:00|1992-07-03T00:00}","1.0","{Salernitana|Salernitana}","1.0","{23}","0.0","{N. Gyömbér|Norbert Gyömber}","0.0","{Slovakia|SVK}","1.0","{189.0|189.0}","0.0","{74.0|79.0}"
"eafc_5403+fm_11239+tm_7028","0.5714285714285714","1.0","{2000-07-21T00:00|2000-07-21T00:00|2000-07-21T00:00}","0.6666666666666666","{Manchester City|Man City|Manchester City}","0.0","{9|9}","0.6666666666666666","{E. Haaland|Erling Haaland|Erling Haaland}","0.6666666666666666","{Norway|NOR|Norway}","1.0","{195.0|195.0}","0.0","{94.0|88.0}"
"eafc_11404+tm_2959","0.7142857142857143","1.0","{1992-05-30T00:00|1992-05-30T00:00}","1.0","{Beijing Guoan|Beijing Guoan}","0.0","{4|4}","1.0","{Li Lei|Lei Li}","0.0","{China PR|China}","1.0","{182.0}","1.0","{75.0}"
"eafc_9491+tm_2588","0.5714285714285714","1.0","{2001-12-27T00:00|2001-12-27T00:00}","0.0","{Al Wahda|Al-Wehda FC}","0.0","{27|27}","0.0","{I. Hawsawi|Islam Hawsawi}","1.0","{Saudi Arabia|Saudi Arabia}","1.0","{170.0}","1.0","{60.0}"
"eafc_5122+fm_2018+tm_4037","0.5238095238095238","1.0","{1997-08-07T00:00|1997-08-07T00:00|1997-08-07T00:00}","0.0","{Gent|AA Gent|KAA Gent}","0.0","{23|23}","0.6666666666666666","{J. Torunarigha|Jordan Torunarigha|Jordan Torunarigha}","0.0","{Germany|GER|Nigeria}","1.0","{191.0|191.0}","1.0","{80.0|80.0}"
"eafc_11696+tm_3319","0.8571428571428571","1.0","{1994-05-25T00:00|1994-05-25T00:00}","1.0","{Nantong Zhiyun|Nantong Zhiyun}","0.0","{8|8}","1.0","{Morelatto|Morelatto}","1.0","{Brazil|Brazil}","1.0","{179.0}","1.0","{78.0}"
"eafc_6888+fm_9950","0.42857142857142855","1.0","{2000-08-23T00:00|2000-08-23T00:00}","0.0","{Gaziantep F.K.|Gaziantep FK}","1.0","{1}","0.0","{M. Bozan|Mustafa Bozan}","0.0","{Turkey|TUR}","1.0","{190.0|190.0}","0.0","{80.0|78.0}"
"eafc_8129+fm_12111","0.42857142857142855","1.0","{2001-03-13T00:00|2001-01-13T00:00}","0.0","{San Jose Earthquakes|Middlesbrough}","1.0","{12}","0.0","{M. Hoppe|Matthew Hoppe}","0.0","{United States|USA}","0.0","{190.0|191.0}","1.0","{80.0|80.0}"
"eafc_1139+fm_6650+tm_8696","0.7142857142857143","1.0","{1985-07-31T00:00|1985-07-31T00:00|1985-07-31T00:00}","0.6666666666666666","{Cremonese|Cremonese|US Cremonese}","0.0","{9|9}","0.6666666666666666","{D. Ciofani|Daniel Ciofani|Daniel Ciofani}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{191.0|191.0}","1.0","{82.0|82.0}"
"eafc_5754+fm_6649+tm_9614","0.619047619047619","1.0","{2001-10-01T00:00|2001-10-01T00:00|2001-10-01T00:00}","0.0","{Eldense|Bari|Inter Milan}","0.0","{27|27}","0.6666666666666666","{E. Salcedo|Eddie Salcedo|Eddie Salcedo}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{178.0|178.0}","1.0","{74.0|74.0}"
"eafc_1193+fm_2861+tm_1714","0.47619047619047616","1.0","{1990-10-06T00:00|1990-10-06T00:00|1990-10-06T00:00}","1.0","{MSV Duisburg|MSV Duisburg|MSV Duisburg}","0.0","{21|21}","0.6666666666666666","{R. Feltscher|Rolf Feltscher|Rolf Feltscher}","0.6666666666666666","{Venezuela|VEN|Venezuela}","0.0","{184.0|181.0}","0.0","{85.0|74.0}"
"eafc_1023+fm_14234+tm_6625","0.619047619047619","1.0","{1985-11-21T00:00|1985-11-21T00:00|1985-11-21T00:00}","0.6666666666666666","{Sevilla|Sevilla|Sevilla FC}","0.0","{16|16}","1.0","{Jesús Navas|Jesús Navas|Jesús Navas}","0.6666666666666666","{Spain|ESP|Spain}","0.0","{172.0|170.0}","1.0","{60.0|60.0}"
"eafc_11002+fm_4052","0.2857142857142857","1.0","{2004-04-12T00:00|2004-04-12T00:00}","0.0","{NEC|N.E.C. Nijmegen}","1.0","{35}","0.0","{L. Netten|Luc Netten}","0.0","{Netherlands|NED}","0.0","{182.0|189.0}","0.0","{70.0|78.0}"
"eafc_6917+fm_3290+tm_5834","0.619047619047619","1.0","{1999-07-08T00:00|1999-07-08T00:00|1999-07-08T00:00}","0.0","{Brest|SV Waldhof Mannheim|Stade Brestois 29}","0.0","{14|14}","0.6666666666666666","{A. Lebeau|Adrien Lebeau|Adrien Lebeau}","0.6666666666666666","{France|FRA|France}","1.0","{175.0|175.0}","1.0","{69.0|69.0}"
"eafc_6302+tm_1296","0.5714285714285714","1.0","{1996-03-16T00:00|1996-03-16T00:00}","0.0","{Vancouver Whitecaps|Vancouver Whitecaps FC}","0.0","{18|18}","0.0","{Y. Takaoka|Yohei Takaoka}","1.0","{Japan|Japan}","1.0","{181.0}","1.0","{72.0}"
"eafc_2766+fm_6347+tm_8777","0.47619047619047616","1.0","{1994-06-14T00:00|1994-06-14T00:00|1994-06-14T00:00}","0.0","{Palermo|Salento|Palermo FC}","0.0","{17|17}","0.6666666666666666","{F. Di Francesco|Federico Di Francesco|Federico Di Francesco}","0.6666666666666666","{Italy|ITA|Italy}","0.0","{172.0|171.0}","1.0","{71.0|71.0}"
"eafc_2325+fm_2707","0.5714285714285714","1.0","{1992-09-02T00:00|1992-09-02T00:00}","0.0","{Osnabrück|VfL Osnabrück}","1.0","{22}","0.0","{P. Kühn|Philipp Kühn}","0.0","{Germany|GER}","1.0","{189.0|189.0}","1.0","{94.0|94.0}"
"eafc_5760+fm_14223+tm_7201","0.7619047619047619","1.0","{1997-01-16T00:00|1997-01-16T00:00|1997-01-16T00:00}","0.6666666666666666","{Aston Villa|Villarreal|Aston Villa}","0.0","{14|14}","1.0","{Pau Torres|Pau Torres|Pau Torres}","0.6666666666666666","{Spain|ESP|Spain}","1.0","{191.0|191.0}","1.0","{80.0|80.0}"
"eafc_9815+tm_1387","0.5714285714285714","1.0","{1997-07-30T00:00|1997-07-30T00:00}","0.0","{Saint Louis City|St. Louis CITY SC}","0.0","{22|22}","0.0","{K. Hiebert|Kyle Hiebert}","1.0","{Canada|Canada}","1.0","{183.0}","1.0","{85.0}"
"eafc_8277+tm_4863","0.5714285714285714","1.0","{1997-08-01T00:00|1997-08-22T00:00}","0.0","{Gaziantep F.K.|Gaziantep FK}","0.0","{17|17}","0.0","{E. Kılıçarslan|Ekrem Kilicarslan}","1.0","{Turkey|Turkey}","1.0","{188.0}","1.0","{82.0}"
"eafc_10806+fm_16982+fm_17948+tm_5047+tm_5385","0.34285714285714286","1.0","{2005-03-19T00:00|2005-02-25T00:00|2005-04-01T00:00|2005-03-19T00:00|2005-06-27T00:00}","0.4","{Sporting CP|BRG|VTSC|Sporting CP|Casa Pia AC}","0.0","{90|90|1}","0.4","{Afonso Moreira|Afonso Machado|Afonso Martins|Afonso Moreira|Afonso Monteiro}","0.6","{Portugal|POR|POR|Portugal|Portugal}","0.0","{176.0|174.0|183.0}","0.0","{69.0|66.0|65.0}"
"eafc_5296+tm_2448","0.5714285714285714","1.0","{1996-03-10T00:00|1996-03-10T00:00}","0.0","{Damac|Damac FC}","0.0","{23|23}","0.0","{A. Majrashi|Abdulaziz Majrashi}","1.0","{Saudi Arabia|Saudi Arabia}","1.0","{173.0}","1.0","{63.0}"
"eafc_3632+fm_1168+tm_2134","0.7142857142857143","1.0","{1994-11-11T00:00|1994-11-11T00:00|1994-11-11T00:00}","0.6666666666666666","{Los Angeles FC|LAFC|Los Angeles FC}","0.0","{99|99}","0.6666666666666666","{D. Bouanga|Denis Bouanga|Denis Bouanga}","0.6666666666666666","{Gabon|GAB|Gabon}","1.0","{180.0|180.0}","1.0","{71.0|71.0}"
"eafc_6541+fm_1352+tm_1520","0.47619047619047616","1.0","{2000-03-09T00:00|2000-03-09T00:00|2000-03-09T00:00}","0.0","{Chicago Fire|Chicago|Chicago Fire FC}","0.0","{31|31}","0.6666666666666666","{F. Navarro|Federico Navarro|Federico Navarro}","0.6666666666666666","{Argentina|ARG|Argentina}","0.0","{170.0|171.0}","1.0","{69.0|69.0}"
"eafc_8552+fm_16335+tm_5938","0.5238095238095238","1.0","{2003-04-17T00:00|2003-04-17T00:00|2003-04-17T00:00}","0.0","{Metz|Nîmes|FC Metz}","0.0","{21|21}","0.6666666666666666","{J. N'Guessan|Jean N'Guessan|Jean N'Guessan}","0.0","{Côte d'Ivoire|CIV|Cote d'Ivoire}","1.0","{177.0|177.0}","1.0","{80.0|80.0}"
"eafc_10626+fm_5810+tm_10744","0.4285714285714285","1.0","{2004-06-29T00:00|2004-06-29T00:00|2004-06-29T00:00}","0.6666666666666666","{Karlsruher SC|KSC|Karlsruher SC}","0.0","{30|30}","0.6666666666666666","{E. Öztürk|Eren Öztürk|Eren Öztürk}","0.6666666666666666","{Turkey|TUR|Turkey}","0.0","{165.0|180.0}","0.0","{63.0|70.0}"
"eafc_8126+fm_3204+tm_1789","0.47619047619047616","1.0","{2002-03-01T00:00|2002-03-01T00:00|2002-03-01T00:00}","0.0","{Jahn Regensburg|Hallescher FC|SSV Jahn Regensburg}","0.0","{1|1}","0.6666666666666666","{F. Gebhardt|Felix Gebhardt|Felix Gebhardt}","0.6666666666666666","{Germany|GER|Germany}","0.0","{189.0|188.0}","1.0","{83.0|83.0}"
"eafc_1462+fm_16063+tm_5180","0.619047619047619","1.0","{1990-05-15T00:00|1990-05-15T00:00|1990-05-15T00:00}","0.6666666666666666","{Arouca|Arouca|FC Arouca}","0.0","{5|5}","1.0","{David Simão|David Simão|David Simão}","0.6666666666666666","{Portugal|POR|Portugal}","1.0","{183.0|183.0}","0.0","{74.0|75.0}"
"eafc_5410+tm_2731","0.42857142857142855","1.0","{1990-09-22T00:00|1990-09-22T00:00}","0.0","{Freiburg II|SC Freiburg II}","0.0","{18|18}","0.0","{H. Al Ghaddioui|Hamadi Al-Ghaddioui}","0.0","{Germany|Morocco}","1.0","{190.0}","1.0","{90.0}"
"eafc_4861+fm_3461+tm_2773","0.47619047619047616","1.0","{1999-01-29T00:00|1999-01-29T00:00|1999-01-29T00:00}","0.0","{DSC Arminia Bielefeld|Erzgebirge Aue|Arminia Bielefeld}","0.0","{8|8}","0.6666666666666666","{S. Schreck|Sam Schreck|Sam Schreck}","0.6666666666666666","{Germany|GER|Germany}","1.0","{180.0|180.0}","0.0","{63.0|67.0}"
"eafc_4716+fm_12014+tm_10048","0.5714285714285714","1.0","{1997-10-16T00:00|1997-10-16T00:00|1997-10-16T00:00}","0.6666666666666666","{Blackburn Rovers|Blackburn|Blackburn Rovers}","0.0","{27|27}","0.6666666666666666","{L. Travis|Lewis Travis|Lewis Travis}","0.6666666666666666","{England|ENG|England}","1.0","{183.0|183.0}","0.0","{63.0|67.0}"
"eafc_9042+fm_15264+tm_9549","0.38095238095238093","1.0","{2000-07-06T00:00|2000-07-06T00:00|2000-07-06T00:00}","0.0","{Villarreal II|Villarreal B|Villarreal CF B}","0.0","{3|3}","1.0","{Dani Tasende|Dani Tasende|Dani Tasende}","0.6666666666666666","{Spain|ESP|Spain}","0.0","{172.0|185.0}","0.0","{64.0|78.0}"
"eafc_9793+fm_7643","0.42857142857142855","1.0","{2000-10-23T00:00|2000-10-23T00:00}","1.0","{Cosenza|Cosenza}","1.0","{12}","0.0","{A. Lai|Alessandro Lai}","0.0","{Italy|ITA}","0.0","{186.0|183.0}","0.0","{78.0|75.0}"
"eafc_3662+fm_11528+tm_7230","0.7142857142857143","1.0","{1996-09-21T00:00|1996-09-21T00:00|1996-09-21T00:00}","0.6666666666666666","{West Ham United|West Ham|West Ham United}","0.0","{24|24}","0.6666666666666666","{T. Kehrer|Thilo Kehrer|Thilo Kehrer}","0.6666666666666666","{Germany|GER|Germany}","1.0","{186.0|186.0}","1.0","{76.0|76.0}"
"eafc_2146+fm_6499+tm_6136","0.7142857142857143","1.0","{1990-03-08T00:00|1990-03-08T00:00|1990-03-08T00:00}","0.6666666666666666","{Fiorentina|Fiorentina|ACF Fiorentina}","0.0","{1|1}","0.6666666666666666","{P. Terracciano|Pietro Terracciano|Pietro Terracciano}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{193.0|193.0}","1.0","{78.0|78.0}"
"eafc_11269+fm_10477","0.42857142857142855","1.0","{1985-07-15T00:00|1985-07-15T00:00}","0.0","{Dalian Professional|DL Pro}","1.0","{8}","1.0","{Zhu Ting|Zhu Ting}","0.0","{China PR|CHN}","0.0","{183.0|178.0}","0.0","{70.0|67.0}"
"eafc_1492+fm_10086","0.6428571428571429","1.0","{1987-01-12T00:00|1987-01-12T00:00}","1.0","{Al Ettifaq|Al-Ettifaq}","1.0","{48}","1.0","{Paulo Victor|Paulo Victor}","0.0","{Brazil|BRA}","0.5","{187.0|196.0|187.0|195.0}","0.0","{81.0|89.0|76.0|92.0}"
"eafc_2129+fm_14549+tm_6910","0.7142857142857143","1.0","{1989-04-14T00:00|1989-04-14T00:00|1989-04-14T00:00}","0.6666666666666666","{Cádiz|Cádiz|Cádiz CF}","0.0","{23|23}","0.6666666666666666","{Luís Hernández|Luis Hernández|Luis Hernández}","0.6666666666666666","{Spain|ESP|Spain}","1.0","{183.0|183.0}","1.0","{75.0|75.0}"
"eafc_3848+fm_15679+tm_8357","0.5714285714285714","1.0","{1997-07-04T00:00|1997-07-04T00:00|1997-07-04T00:00}","0.6666666666666666","{Ajaccio|AC Ajaccio|AC Ajaccio}","0.0","{8|8}","0.6666666666666666","{V. Marchetti|Vincent Marchetti|Vincent Marchetti}","0.6666666666666666","{France|FRA|France}","1.0","{181.0|181.0}","0.0","{71.0|70.0}"
"eafc_5919+fm_6377","0.42857142857142855","1.0","{1995-10-04T00:00|1995-10-04T00:00}","0.0","{Hellas Verona|Verona}","1.0","{23}","0.0","{G. Magnani|Giangiacomo Magnani}","0.0","{Italy|ITA}","0.0","{191.0|190.0}","1.0","{87.0|87.0}"
"eafc_8304+tm_5613","0.5714285714285714","1.0","{2003-06-12T00:00|2003-06-12T00:00}","0.0","{Lille|LOSC Lille}","0.0","{20|20}","0.0","{I. Miramón|Ignacio Miramón}","1.0","{Argentina|Argentina}","1.0","{179.0}","1.0","{74.0}"
"eafc_1156+fm_6070+tm_4425","0.2857142857142857","1.0","{1986-03-17T00:00|1986-03-17T00:00|1986-03-17T00:00}","0.0","{Fenerbahçe|Inter|Fenerbahce}","0.0","{9|9}","0.0","{E. Džeko|Edin Džeko|Edin Dzeko}","0.0","{Bosnia and Herzegovina|BIH|Bosnia-Herzegovina}","1.0","{193.0|193.0}","0.0","{80.0|94.0}"
"eafc_5808+tm_2329","0.5714285714285714","1.0","{1989-03-21T00:00|1989-03-21T00:00}","0.0","{Al Fayha|Al-Fayha FC}","0.0","{9|9}","0.0","{A. Nwakaeme|Anthony Nwakaeme}","1.0","{Nigeria|Nigeria}","1.0","{185.0}","1.0","{80.0}"
"eafc_2503+fm_6114+tm_6239","0.7142857142857143","1.0","{1994-08-01T00:00|1994-08-01T00:00|1994-08-01T00:00}","0.6666666666666666","{Sassuolo|Sassuolo|US Sassuolo}","0.0","{10|10}","0.6666666666666666","{D. Berardi|Domenico Berardi|Domenico Berardi}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{183.0|183.0}","1.0","{72.0|72.0}"
"eafc_1844+fm_11612+tm_5476","0.7142857142857143","1.0","{1992-09-04T00:00|1992-09-04T00:00|1992-09-04T00:00}","0.6666666666666666","{Paris Saint Germain|Fulham|Paris Saint-Germain}","0.0","{32|97}","0.6666666666666666","{L. Kurzawa|Layvin Kurzawa|Layvin Kurzawa}","0.6666666666666666","{France|FRA|France}","1.0","{182.0|182.0}","1.0","{74.0|74.0}"
"eafc_5205+fm_5386","0.42857142857142855","1.0","{1996-05-21T00:00|1996-05-21T00:00}","0.0","{Standard Liège|Standard}","1.0","{20}","0.0","{M. Bokadi|Merveille Bokadi}","0.0","{Congo DR|COD}","1.0","{186.0|186.0}","0.0","{85.0|82.0}"
"eafc_6873+fm_12150+tm_10162","0.3333333333333333","1.0","{2000-11-06T00:00|2000-11-06T00:00|2000-11-06T00:00}","0.0","{Millwall|Hull|Hull City}","0.0","{11|11}","0.6666666666666666","{R. Longman|Ryan Longman|Ryan Longman}","0.6666666666666666","{England|ENG|England}","0.0","{180.0|176.0}","0.0","{80.0|69.0}"
"eafc_5640+fm_2337+tm_4189","0.47619047619047616","1.0","{1997-10-02T00:00|1997-10-02T00:00|1997-10-02T00:00}","0.0","{OH Leuven|OHL|Oud-Heverlee Leuven}","0.0","{13|13}","0.6666666666666666","{S. Kiyine|Sofian Kiyine|Sofian Kiyine}","0.6666666666666666","{Morocco|MAR|Morocco}","1.0","{182.0|182.0}","0.0","{75.0|72.0}"
"eafc_7454+fm_2416+tm_7683","0.619047619047619","1.0","{2003-05-07T00:00|2003-05-07T00:00|2003-05-07T00:00}","1.0","{VfL Wolfsburg|VfL Wolfsburg|VfL Wolfsburg}","0.0","{40|40}","0.6666666666666666","{K. Paredes|Kevin Paredes|Kevin Paredes}","0.6666666666666666","{United States|USA|United States}","1.0","{168.0|168.0}","0.0","{55.0|61.0}"
"eafc_9596+tm_2000","0.7142857142857143","1.0","{1999-07-29T00:00|1999-07-29T00:00}","1.0","{Unterhaching}","0.0","{37|37}","0.0","{R. Schifferl|Raphael Schifferl}","1.0","{Austria|Austria}","1.0","{195.0}","1.0","{81.0}"
"eafc_6047+fm_2464+tm_3993","0.5714285714285714","1.0","{2000-04-05T00:00|2000-04-05T00:00|2000-04-05T00:00}","0.6666666666666666","{Antwerp|Antwerp|Royal Antwerp FC}","0.0","{24|24}","0.6666666666666666","{J. Ekkelenkamp|Jurgen Ekkelenkamp|Jurgen Ekkelenkamp}","0.6666666666666666","{Netherlands|NED|Netherlands}","1.0","{188.0|188.0}","0.0","{83.0|74.0}"
"eafc_3321+fm_16192","0.42857142857142855","1.0","{1994-08-01T00:00|1994-08-01T00:00}","0.0","{Rodez|Rodez AF}","1.0","{16}","0.0","{L. Mpasi|Lionel M'pasi}","0.0","{Congo DR|COD}","1.0","{182.0|182.0}","0.0","{78.0|82.0}"
